key_B,surface_carrez_lot1,surface_bati,nb_pieces,type_local,nb_lots,key_A
6422_B,41.1,42,2,Appartement,1,7375_A
6423_B,20.03,21,1,Appartement,1,7376_A
6424_B,89.78,79,5,Maison,1,7377_A
6425_B,79.0,78,4,Maison,1,7378_A
6426_B,77.67,75,4,Appartement,1,7379_A
6427_B,57.78,62,3,Appartement,1,7380_A
6429_B,86.04,86,4,Appartement,1,7381_A
6430_B,33.39,38,2,Maison,1,7382_A
6752_B,33.9,38,2,Maison,1,7382_A
6431_B,29.71,32,1,Appartement,2,7383_A
6431_B,29.71,32,1,Appartement,2,7384_A
6432_B,31.3,43,1,Appartement,1,7385_A
6433_B,63.08,62,3,Appartement,1,7386_A
6433_B,63.08,62,3,Appartement,1,7387_A
18727_B,75.3,76,4,Appartement,1,7387_A
6433_B,63.08,62,3,Appartement,1,7388_A
6434_B,83.18,95,6,Maison,1,7389_A
6435_B,71.67,70,3,Appartement,1,7390_A
6436_B,20.07,20,1,Appartement,1,7392_A
6436_B,20.07,20,1,Appartement,1,7394_A
33512_B,17.8,9,1,Appartement,1,7394_A
33526_B,24.48,23,1,Appartement,1,7394_A
6438_B,64.47,63,3,Appartement,1,7396_A
6619_B,67.62,63,3,Appartement,1,7396_A
6439_B,39.07,38,1,Appartement,1,7397_A
6441_B,72.21,74,4,Appartement,2,7399_A
6442_B,19.53,20,1,Appartement,1,7400_A
6443_B,66.82,68,4,Appartement,2,7401_A
6444_B,50.58,49,2,Appartement,2,7402_A
6445_B,43.79,44,2,Appartement,1,7403_A
6447_B,61.37,62,3,Appartement,1,7405_A
6557_B,69.77,69,3,Maison,1,7405_A
6448_B,79.83,77,4,Appartement,1,7406_A
6450_B,72.35,70,3,Appartement,1,7408_A
6451_B,56.46,50,2,Appartement,1,7409_A
6452_B,49.66,53,3,Appartement,2,7410_A
6453_B,140.82,136,7,Maison,1,7411_A
6454_B,68.75,69,3,Appartement,1,7412_A
6454_B,68.75,69,3,Appartement,1,7413_A
6455_B,106.09,115,3,Appartement,2,7414_A
6456_B,22.25,22,1,Appartement,1,7415_A
6457_B,58.07,59,3,Appartement,1,7416_A
6457_B,58.07,59,3,Appartement,1,7417_A
6458_B,48.58,48,2,Appartement,2,7418_A
6624_B,49.75,48,2,Appartement,2,7418_A
6459_B,97.07,94,5,Maison,1,7419_A
6460_B,71.04,72,3,Appartement,1,7420_A
6461_B,66.04,67,3,Appartement,1,7421_A
6462_B,93.25,88,4,Appartement,1,7422_A
6463_B,50.36,43,1,Appartement,1,7423_A
6464_B,56.52,56,4,Appartement,1,7424_A
6465_B,68.76,70,3,Appartement,1,7425_A
6466_B,77.94,100,4,Maison,1,7426_A
6467_B,90.0,93,4,Appartement,1,7427_A
6468_B,85.51,80,4,Appartement,1,7428_A
6469_B,122.89,120,4,Maison,1,7429_A
6470_B,64.3,75,5,Appartement,2,7430_A
6755_B,77.19,75,5,Appartement,2,7430_A
6471_B,33.53,33,2,Appartement,1,7431_A
6518_B,69.51,68,3,Appartement,1,7431_A
6631_B,37.6,38,2,Appartement,1,7431_A
6472_B,42.57,45,2,Appartement,1,7432_A
6472_B,42.57,45,2,Appartement,1,7433_A
6473_B,73.92,74,3,Appartement,1,7434_A
6476_B,114.46,114,5,Appartement,1,7436_A
6477_B,39.42,39,2,Appartement,1,7437_A
6477_B,39.42,39,2,Appartement,1,7438_A
6478_B,28.43,28,1,Appartement,1,7439_A
6479_B,24.91,25,1,Appartement,1,7440_A
6480_B,91.25,90,4,Maison,1,7441_A
6483_B,34.29,32,1,Appartement,1,7443_A
6484_B,75.77,72,4,Appartement,1,7444_A
6604_B,78.17,72,4,Appartement,1,7444_A
6734_B,76.99,76,4,Appartement,1,7444_A
6485_B,56.27,54,2,Appartement,1,7445_A
6513_B,49.28,54,3,Appartement,1,7445_A
6605_B,48.55,48,2,Appartement,1,7445_A
6486_B,158.0,158,4,Maison,1,7446_A
6487_B,57.27,57,3,Appartement,1,7447_A
6488_B,116.5,117,4,Appartement,1,7448_A
6489_B,18.08,18,1,Appartement,1,7449_A
6489_B,18.08,18,1,Appartement,1,7450_A
6489_B,18.08,18,1,Appartement,1,7451_A
13071_B,18.6,18,1,Appartement,1,7451_A
6490_B,42.46,42,2,Appartement,1,7452_A
6491_B,48.88,49,2,Appartement,1,7453_A
6492_B,65.52,66,3,Appartement,2,7454_A
6492_B,65.52,66,3,Appartement,2,7455_A
6492_B,65.52,66,3,Appartement,2,7456_A
6494_B,101.57,99,4,Appartement,1,7458_A
6495_B,58.13,60,3,Maison,1,7459_A
6575_B,54.3,55,3,Appartement,1,7459_A
6496_B,81.6,81,5,Appartement,1,7460_A
6498_B,114.47,111,2,Maison,1,7462_A
6499_B,43.9,43,1,Appartement,1,7463_A
6500_B,22.0,22,1,Appartement,1,7464_A
6500_B,22.0,22,1,Appartement,1,7465_A
6500_B,22.0,22,1,Appartement,1,7466_A
6500_B,22.0,22,1,Appartement,1,7467_A
6501_B,20.67,24,1,Appartement,1,7468_A
6502_B,25.95,24,1,Appartement,1,7469_A
6503_B,32.17,26,1,Appartement,1,7470_A
6504_B,109.85,81,4,Maison,1,7471_A
6506_B,81.36,76,4,Appartement,1,7472_A
6507_B,81.6,82,3,Appartement,1,7473_A
6509_B,85.48,86,4,Appartement,1,7475_A
6510_B,46.57,46,2,Appartement,1,7476_A
6510_B,46.57,46,2,Appartement,1,7477_A
6511_B,50.95,50,3,Appartement,2,7478_A
6512_B,22.72,22,1,Maison,1,7479_A
6515_B,41.08,43,2,Appartement,1,7481_A
6516_B,68.56,70,3,Appartement,1,7482_A
6517_B,67.38,45,3,Appartement,1,7483_A
6519_B,64.84,64,4,Appartement,1,7485_A
6520_B,40.82,50,1,Appartement,1,7486_A
6522_B,67.78,67,3,Appartement,1,7488_A
6523_B,20.34,21,1,Appartement,1,7489_A
6524_B,12.11,33,1,Appartement,1,7490_A
6525_B,64.1,65,4,Appartement,1,7491_A
6527_B,78.7,80,4,Maison,1,7493_A
6528_B,50.7,47,2,Appartement,1,7494_A
6529_B,40.84,41,2,Appartement,1,7495_A
6531_B,17.08,18,1,Appartement,1,7497_A
6531_B,17.08,18,1,Appartement,1,7498_A
6532_B,15.13,15,1,Appartement,1,7499_A
6533_B,20.54,21,1,Appartement,1,7501_A
6534_B,83.48,84,4,Maison,1,7502_A
6535_B,81.34,72,4,Maison,1,7503_A
6536_B,21.86,23,1,Appartement,1,7504_A
6537_B,46.35,45,2,Appartement,1,7505_A
6766_B,67.83,70,3,Appartement,1,7505_A
6538_B,72.2,68,3,Appartement,1,7506_A
6539_B,96.25,48,3,Appartement,1,7507_A
6541_B,108.0,70,4,Maison,1,7509_A
6542_B,14.39,14,1,Appartement,1,7510_A
6639_B,44.84,44,2,Appartement,2,7510_A
6543_B,30.81,30,1,Appartement,1,7511_A
6544_B,31.4,38,2,Appartement,1,7512_A
6570_B,23.36,24,1,Appartement,1,7512_A
6545_B,30.69,35,2,Appartement,1,7513_A
6546_B,34.41,32,1,Appartement,1,7514_A
6547_B,63.85,65,3,Appartement,1,7515_A
6548_B,42.15,41,2,Appartement,1,7516_A
6629_B,63.05,63,3,Appartement,1,7516_A
6549_B,41.1,41,2,Appartement,1,7517_A
6549_B,41.1,41,2,Appartement,1,7518_A
6550_B,44.18,44,2,Appartement,1,7519_A
6550_B,44.18,44,2,Appartement,1,7520_A
6550_B,44.18,44,2,Appartement,1,7521_A
6551_B,84.05,88,5,Appartement,1,7522_A
6552_B,60.67,23,1,Appartement,1,7523_A
6553_B,31.38,32,2,Appartement,1,7524_A
6553_B,31.38,32,2,Appartement,1,7525_A
6553_B,31.38,32,2,Appartement,1,7526_A
6554_B,79.86,79,4,Maison,1,7527_A
6555_B,66.68,71,3,Maison,1,7528_A
6559_B,71.02,72,3,Appartement,1,7531_A
6560_B,98.47,101,5,Maison,1,7532_A
6562_B,67.71,69,4,Appartement,1,7533_A
6563_B,89.05,92,4,Maison,1,7534_A
6564_B,24.62,24,1,Appartement,1,7535_A
6566_B,122.15,115,4,Maison,1,7537_A
6567_B,63.81,64,4,Appartement,2,7538_A
6568_B,76.61,50,1,Maison,1,7539_A
6569_B,102.01,109,4,Maison,1,7540_A
6571_B,76.7,80,1,Appartement,1,7542_A
6572_B,21.52,21,1,Appartement,1,7543_A
6572_B,21.52,21,1,Appartement,1,7544_A
6572_B,21.52,21,1,Appartement,1,7545_A
6572_B,21.52,21,1,Appartement,1,7546_A
6573_B,110.61,115,5,Appartement,2,7547_A
6574_B,50.13,50,2,Appartement,1,7548_A
6577_B,41.98,42,2,Appartement,1,7551_A
6577_B,41.98,42,2,Appartement,1,7552_A
6577_B,41.98,42,2,Appartement,1,7553_A
6577_B,41.98,42,2,Appartement,1,7554_A
6578_B,45.55,40,2,Appartement,1,7555_A
6579_B,81.49,84,3,Appartement,1,7556_A
6580_B,76.88,78,4,Appartement,1,7557_A
6583_B,35.62,36,1,Appartement,1,7560_A
6584_B,72.83,60,1,Appartement,1,7561_A
6585_B,58.21,59,2,Appartement,1,7562_A
6651_B,33.65,33,2,Appartement,1,7562_A
6659_B,64.33,64,2,Appartement,1,7562_A
6661_B,36.66,36,2,Appartement,1,7562_A
6586_B,64.89,65,3,Appartement,1,7563_A
6587_B,19.41,20,1,Appartement,2,7564_A
6588_B,107.55,108,6,Maison,1,7565_A
6718_B,90.25,93,5,Maison,1,7565_A
6589_B,40.1,23,1,Appartement,1,7566_A
6590_B,107.02,103,6,Appartement,1,7567_A
6761_B,98.65,94,5,Appartement,1,7567_A
6592_B,51.54,45,2,Appartement,1,7569_A
6647_B,48.05,45,2,Appartement,1,7569_A
6594_B,20.7,21,1,Appartement,1,7571_A
6596_B,32.57,32,2,Appartement,1,7573_A
6597_B,65.03,66,4,Appartement,1,7574_A
6598_B,100.24,98,4,Appartement,1,7575_A
6599_B,54.79,39,2,Appartement,1,7576_A
6600_B,69.54,70,3,Maison,1,7577_A
6601_B,64.82,64,4,Appartement,2,7578_A
6601_B,64.82,64,4,Appartement,2,7579_A
28030_B,52.69,52,3,Appartement,2,7579_A
6602_B,126.24,80,5,Appartement,1,7580_A
6603_B,38.9,41,2,Appartement,1,7581_A
6605_B,48.55,48,2,Appartement,1,7584_A
6605_B,48.55,48,2,Appartement,1,7585_A
6607_B,73.77,75,4,Appartement,2,7587_A
6608_B,47.74,46,2,Appartement,1,7588_A
6609_B,50.92,51,2,Appartement,1,7589_A
6610_B,29.7,30,1,Appartement,1,7590_A
6611_B,67.4,69,3,Appartement,1,7590_A
6610_B,29.7,30,1,Appartement,1,7591_A
6611_B,67.4,69,3,Appartement,1,7593_A
6612_B,84.56,80,3,Appartement,1,7594_A
6613_B,120.07,123,5,Appartement,1,7595_A
6614_B,51.16,50,2,Appartement,1,7596_A
6615_B,22.6,23,1,Appartement,1,7597_A
6617_B,25.98,27,1,Appartement,1,7597_A
6686_B,25.71,27,1,Appartement,1,7597_A
6716_B,20.75,21,1,Appartement,1,7597_A
6616_B,27.58,28,2,Appartement,1,7598_A
6616_B,27.58,28,2,Appartement,1,7599_A
6618_B,81.08,85,4,Appartement,2,7601_A
6620_B,52.27,60,2,Appartement,1,7603_A
6621_B,88.98,93,4,Appartement,1,7604_A
6625_B,82.3,82,4,Appartement,1,7606_A
6625_B,82.3,82,4,Appartement,1,7607_A
14560_B,82.66,82,4,Appartement,1,7607_A
6626_B,47.77,48,2,Appartement,1,7608_A
6626_B,47.77,48,2,Appartement,1,7609_A
6626_B,47.77,48,2,Appartement,1,7610_A
6627_B,78.11,78,4,Appartement,1,7611_A
6629_B,63.05,63,3,Appartement,1,7614_A
6630_B,40.2,42,3,Appartement,1,7615_A
6632_B,75.87,78,3,Appartement,1,7617_A
6649_B,71.76,71,3,Appartement,1,7617_A
6634_B,64.9,64,4,Appartement,2,7619_A
6635_B,82.29,82,4,Maison,1,7620_A
6636_B,152.76,152,5,Appartement,1,7621_A
6637_B,22.62,25,1,Appartement,1,7622_A
6640_B,66.61,67,3,Appartement,1,7624_A
6640_B,66.61,67,3,Appartement,1,7625_A
6641_B,46.87,47,2,Appartement,2,7626_A
6642_B,70.31,70,4,Appartement,1,7627_A
6643_B,53.25,53,2,Appartement,1,7628_A
6644_B,72.55,68,3,Appartement,1,7629_A
6645_B,93.11,93,4,Appartement,2,7630_A
6646_B,65.15,63,3,Appartement,2,7631_A
6647_B,48.05,45,2,Appartement,1,7633_A
6648_B,71.45,72,3,Appartement,2,7634_A
6650_B,70.71,71,3,Maison,1,7636_A
6652_B,86.42,84,5,Appartement,1,7638_A
6709_B,91.78,89,4,Appartement,1,7638_A
6653_B,43.71,46,2,Appartement,1,7639_A
6654_B,82.0,82,4,Appartement,1,7640_A
6655_B,30.9,45,2,Appartement,1,7641_A
6656_B,65.12,66,3,Appartement,1,7642_A
6657_B,35.48,84,4,Appartement,1,7643_A
6660_B,68.56,72,4,Appartement,1,7646_A
6662_B,59.08,56,2,Appartement,1,7648_A
6663_B,63.13,64,3,Appartement,1,7649_A
6664_B,41.97,43,2,Appartement,1,7650_A
6665_B,56.19,55,2,Appartement,2,7651_A
6666_B,46.24,39,2,Appartement,1,7652_A
6667_B,51.64,50,3,Appartement,1,7653_A
6668_B,52.69,51,2,Appartement,1,7654_A
6669_B,58.48,64,2,Appartement,1,7655_A
6670_B,108.23,119,4,Appartement,1,7656_A
6671_B,23.07,29,2,Appartement,1,7657_A
6672_B,62.89,65,4,Appartement,1,7658_A
6675_B,70.22,70,4,Appartement,1,7659_A
6676_B,65.54,73,3,Appartement,2,7660_A
6678_B,62.56,62,4,Appartement,2,7662_A
18769_B,44.4,47,3,Appartement,2,7662_A
18838_B,46.24,46,3,Appartement,2,7662_A
18858_B,62.28,60,4,Appartement,2,7662_A
19073_B,71.44,69,4,Appartement,2,7662_A
19087_B,47.95,46,3,Appartement,2,7662_A
6679_B,111.34,112,5,Appartement,1,7663_A
6681_B,29.78,28,2,Appartement,1,7665_A
6682_B,56.62,63,3,Appartement,1,7666_A
6683_B,45.27,46,2,Appartement,1,7667_A
6683_B,45.27,46,2,Appartement,1,7668_A
6684_B,26.85,28,1,Appartement,1,7669_A
6687_B,84.45,88,5,Appartement,1,7672_A
6688_B,97.97,97,4,Appartement,1,7673_A
6689_B,73.62,68,3,Appartement,1,7674_A
6691_B,49.27,45,2,Appartement,1,7676_A
6692_B,80.01,80,4,Appartement,1,7677_A
6694_B,80.19,83,4,Maison,2,7678_A
6764_B,68.51,68,3,Maison,2,7678_A
6695_B,58.89,14,1,Appartement,1,7679_A
6696_B,86.92,67,3,Appartement,1,7680_A
6697_B,24.41,23,1,Appartement,1,7681_A
6698_B,68.75,66,3,Maison,1,7682_A
6699_B,35.38,23,1,Appartement,1,7683_A
6700_B,25.76,32,2,Appartement,1,7684_A
6701_B,39.24,40,2,Appartement,1,7685_A
6702_B,18.35,26,2,Appartement,1,7686_A
6703_B,54.17,57,2,Appartement,1,7687_A
6704_B,25.38,30,1,Appartement,1,7688_A
6705_B,80.47,75,4,Appartement,1,7689_A
6706_B,111.28,105,3,Maison,2,7690_A
6707_B,47.99,47,2,Appartement,1,7691_A
6707_B,47.99,47,2,Appartement,1,7692_A
6708_B,40.27,31,2,Appartement,2,7693_A
6710_B,47.79,47,2,Appartement,1,7696_A
6711_B,63.77,39,2,Appartement,1,7697_A
6712_B,85.76,88,5,Appartement,1,7698_A
6713_B,63.33,58,4,Appartement,1,7699_A
6714_B,53.02,56,3,Appartement,1,7700_A
6715_B,58.63,62,3,Appartement,1,7701_A
6717_B,39.62,40,2,Appartement,1,7703_A
6719_B,128.65,120,3,Appartement,2,7705_A
6720_B,54.23,53,2,Appartement,1,7706_A
6721_B,34.1,33,2,Appartement,1,7707_A
6722_B,75.32,80,2,Appartement,1,7708_A
6723_B,39.59,41,2,Appartement,1,7709_A
6724_B,42.26,43,1,Appartement,1,7710_A
6725_B,100.52,101,5,Maison,1,7711_A
6726_B,65.38,66,3,Appartement,1,7712_A
6729_B,23.8,24,1,Appartement,1,7715_A
6729_B,23.8,24,1,Appartement,1,7716_A
6730_B,57.02,59,3,Appartement,1,7717_A
6732_B,92.78,92,4,Maison,1,7718_A
6733_B,77.26,77,4,Appartement,1,7719_A
6735_B,17.44,18,1,Appartement,1,7721_A
6735_B,17.44,18,1,Appartement,1,7722_A
6736_B,49.31,49,2,Appartement,1,7723_A
6737_B,54.79,55,2,Appartement,1,7724_A
6739_B,26.09,27,1,Appartement,1,7725_A
6739_B,26.09,27,1,Appartement,1,7726_A
6740_B,78.52,68,3,Maison,1,7727_A
6742_B,70.34,69,3,Appartement,1,7728_A
6743_B,31.33,32,2,Appartement,1,7729_A
6744_B,29.88,29,1,Appartement,1,7730_A
6745_B,46.25,46,2,Appartement,1,7731_A
6746_B,22.06,21,1,Appartement,1,7732_A
6748_B,56.21,57,3,Maison,1,7734_A
6750_B,18.7,18,1,Appartement,1,7735_A
6750_B,18.7,18,1,Appartement,1,7736_A
6751_B,54.17,54,3,Appartement,2,7737_A
6753_B,35.9,34,2,Appartement,1,7739_A
6756_B,61.83,62,3,Appartement,1,7741_A
6758_B,67.28,70,3,Maison,1,7743_A
6759_B,101.86,105,4,Appartement,1,7744_A
6760_B,36.06,36,3,Appartement,1,7745_A
6762_B,24.31,25,1,Appartement,1,7747_A
6762_B,24.31,25,1,Appartement,1,7748_A
6763_B,61.92,61,2,Appartement,1,7749_A
6765_B,46.26,40,3,Appartement,1,7751_A
6767_B,38.79,35,2,Appartement,1,7753_A
6769_B,62.06,62,4,Appartement,1,7755_A
6770_B,29.81,31,1,Appartement,1,7756_A
6770_B,29.81,31,1,Appartement,1,7757_A
6771_B,57.5,50,3,Appartement,1,7758_A
6772_B,98.74,98,4,Maison,1,7759_A
6773_B,50.42,50,2,Appartement,1,7760_A
6774_B,60.8,54,2,Appartement,2,7761_A
6775_B,58.22,60,3,Appartement,1,7762_A
6776_B,42.0,42,2,Maison,1,7763_A
6843_B,57.44,56,3,Maison,1,7763_A
6777_B,31.12,31,1,Appartement,1,7764_A
6777_B,31.12,31,1,Appartement,1,7765_A
6778_B,103.36,81,4,Maison,1,7766_A
6779_B,47.34,46,2,Appartement,1,7767_A
6878_B,67.07,67,3,Appartement,1,7767_A
6780_B,78.4,80,4,Appartement,1,7768_A
6781_B,88.19,83,4,Maison,1,7769_A
6782_B,89.25,86,5,Appartement,1,7770_A
6783_B,55.03,55,2,Appartement,1,7771_A
6784_B,13.98,13,1,Appartement,1,7772_A
6785_B,62.55,65,2,Appartement,1,7773_A
6786_B,44.12,44,2,Appartement,1,7774_A
6810_B,19.07,19,1,Appartement,1,7774_A
6786_B,44.12,44,2,Appartement,1,7775_A
20864_B,35.25,37,2,Appartement,1,7775_A
20936_B,42.95,42,2,Appartement,1,7775_A
6787_B,52.0,64,3,Appartement,1,7776_A
6788_B,41.12,41,2,Appartement,1,7777_A
6789_B,21.93,21,1,Appartement,1,7778_A
6998_B,23.84,24,1,Appartement,1,7778_A
7010_B,22.45,21,1,Appartement,1,7778_A
7128_B,42.08,42,1,Appartement,1,7778_A
6790_B,45.56,45,2,Appartement,1,7779_A
6791_B,86.01,80,4,Maison,1,7780_A
6792_B,46.11,45,2,Appartement,1,7781_A
6792_B,46.11,45,2,Appartement,1,7782_A
6793_B,28.64,28,1,Appartement,1,7783_A
6794_B,50.63,51,2,Appartement,1,7784_A
6794_B,50.63,51,2,Appartement,1,7785_A
6795_B,66.02,66,3,Maison,1,7786_A
6796_B,212.88,180,9,Maison,17,7787_A
6797_B,86.92,89,4,Maison,1,7788_A
6814_B,88.26,90,5,Maison,1,7788_A
7096_B,80.99,82,4,Maison,1,7788_A
7157_B,82.07,83,4,Maison,1,7788_A
6798_B,89.65,63,4,Maison,2,7789_A
6799_B,73.77,77,3,Appartement,1,7790_A
6800_B,50.87,51,2,Appartement,1,7791_A
6801_B,50.16,51,2,Appartement,1,7791_A
6802_B,39.88,40,2,Appartement,2,7793_A
6915_B,27.72,28,1,Appartement,2,7793_A
6803_B,47.55,48,2,Appartement,1,7794_A
6804_B,40.38,39,2,Appartement,1,7795_A
6805_B,93.29,95,5,Maison,1,7796_A
6806_B,102.72,104,3,Appartement,1,7797_A
6807_B,84.99,85,4,Maison,1,7798_A
6821_B,82.97,83,4,Maison,1,7798_A
6979_B,46.4,45,2,Appartement,1,7798_A
7000_B,80.04,79,4,Maison,1,7798_A
7112_B,57.71,57,3,Maison,1,7798_A
6808_B,61.32,80,3,Maison,1,7799_A
6809_B,66.33,64,3,Appartement,1,7800_A
6811_B,127.79,55,2,Maison,1,7802_A
6812_B,102.35,126,4,Maison,2,7803_A
6813_B,95.46,85,3,Appartement,2,7804_A
6815_B,86.36,85,2,Maison,1,7806_A
6816_B,32.35,34,1,Appartement,2,7807_A
6817_B,24.27,24,1,Appartement,1,7808_A
6971_B,23.67,23,1,Appartement,1,7808_A
6817_B,24.27,24,1,Appartement,1,7809_A
6818_B,53.21,55,3,Appartement,1,7810_A
6819_B,71.51,69,3,Maison,1,7811_A
7007_B,37.0,35,2,Appartement,1,7811_A
6822_B,16.92,16,1,Appartement,1,7813_A
6823_B,39.83,41,2,Appartement,1,7814_A
6824_B,47.58,47,2,Appartement,2,7815_A
7038_B,51.71,51,2,Appartement,2,7815_A
6825_B,32.48,32,2,Appartement,1,7816_A
6826_B,50.65,50,2,Appartement,2,7817_A
6827_B,52.61,52,3,Appartement,1,7818_A
6921_B,31.71,32,2,Appartement,1,7818_A
6986_B,52.59,52,3,Appartement,1,7818_A
7130_B,41.29,41,2,Appartement,1,7818_A
6827_B,52.61,52,3,Appartement,1,7819_A
6829_B,94.32,91,4,Maison,1,7820_A
6830_B,65.49,62,3,Appartement,1,7821_A
6831_B,44.21,44,2,Appartement,1,7822_A
6831_B,44.21,44,2,Appartement,1,7823_A
6831_B,44.21,44,2,Appartement,1,7824_A
6832_B,60.02,61,3,Maison,1,7825_A
6833_B,35.27,36,2,Appartement,1,7826_A
6834_B,44.9,46,2,Appartement,1,7827_A
6910_B,23.6,22,1,Appartement,1,7827_A
6943_B,19.53,22,1,Appartement,1,7827_A
6944_B,23.31,22,1,Appartement,1,7827_A
6950_B,22.36,22,1,Appartement,1,7827_A
6835_B,38.45,39,3,Appartement,1,7828_A
6836_B,62.19,62,3,Maison,1,7829_A
6837_B,84.14,89,4,Appartement,1,7830_A
7118_B,78.93,78,3,Appartement,1,7830_A
6838_B,74.7,73,4,Maison,1,7831_A
6839_B,88.56,88,4,Appartement,1,7832_A
6840_B,117.59,71,3,Maison,1,7833_A
6841_B,64.1,69,2,Appartement,1,7834_A
6923_B,54.02,37,1,Appartement,1,7834_A
6842_B,64.07,75,3,Appartement,3,7835_A
6974_B,50.49,50,2,Appartement,3,7835_A
7117_B,64.64,65,3,Maison,3,7835_A
6844_B,104.59,112,3,Appartement,3,7837_A
6845_B,37.73,38,2,Appartement,1,7838_A
6846_B,36.0,40,2,Appartement,1,7839_A
6847_B,38.95,39,2,Appartement,1,7840_A
6848_B,57.0,57,4,Maison,1,7841_A
6849_B,23.9,26,1,Appartement,2,7842_A
6850_B,78.54,91,4,Appartement,2,7843_A
6851_B,62.76,63,3,Maison,1,7844_A
6961_B,68.6,68,3,Maison,1,7844_A
6852_B,40.63,40,2,Maison,1,7845_A
6853_B,29.91,26,1,Appartement,1,7846_A
6854_B,114.34,117,4,Maison,1,7847_A
6855_B,86.45,86,4,Appartement,1,7848_A
6856_B,47.69,48,2,Appartement,1,7849_A
6857_B,74.92,74,3,Appartement,1,7850_A
6858_B,18.13,18,1,Appartement,1,7852_A
6858_B,18.13,18,1,Appartement,1,7853_A
28249_B,17.11,17,1,Appartement,1,7853_A
6859_B,48.67,48,2,Appartement,1,7854_A
6859_B,48.67,48,2,Appartement,1,7855_A
6859_B,48.67,48,2,Appartement,1,7856_A
6860_B,96.31,95,5,Appartement,1,7857_A
6861_B,42.66,43,2,Appartement,2,7858_A
6862_B,34.04,34,2,Appartement,1,7859_A
6863_B,30.6,38,2,Appartement,1,7860_A
7089_B,33.3,28,1,Appartement,1,7860_A
6864_B,83.98,82,5,Maison,1,7861_A
6865_B,78.27,72,4,Appartement,1,7862_A
6866_B,64.43,65,3,Appartement,1,7863_A
6867_B,52.93,50,2,Appartement,1,7864_A
7036_B,103.58,102,6,Appartement,1,7864_A
6868_B,63.81,35,1,Appartement,1,7865_A
6869_B,92.6,90,5,Appartement,1,7866_A
6870_B,68.62,69,3,Appartement,1,7867_A
7071_B,47.7,46,2,Appartement,1,7867_A
6871_B,26.26,29,1,Appartement,1,7868_A
6872_B,50.08,50,2,Appartement,1,7869_A
6872_B,50.08,50,2,Appartement,1,7870_A
11685_B,70.4,70,3,Appartement,1,7870_A
6874_B,66.82,80,3,Maison,1,7872_A
6875_B,100.03,91,4,Appartement,1,7873_A
6876_B,30.03,29,2,Maison,2,7874_A
6877_B,98.57,94,6,Appartement,1,7875_A
6879_B,45.23,42,2,Appartement,2,7877_A
6880_B,41.85,43,2,Appartement,1,7878_A
6881_B,64.75,65,4,Maison,1,7879_A
6882_B,63.69,62,3,Maison,1,7880_A
6883_B,55.0,64,3,Appartement,1,7881_A
6884_B,29.9,30,1,Appartement,2,7882_A
6885_B,50.33,47,3,Appartement,1,7883_A
6886_B,42.6,44,2,Appartement,1,7884_A
6887_B,29.62,30,2,Appartement,1,7885_A
6887_B,29.62,30,2,Appartement,1,7886_A
6889_B,76.12,76,4,Maison,1,7888_A
6890_B,97.27,92,4,Maison,1,7889_A
6891_B,27.14,27,1,Appartement,1,7890_A
6892_B,139.77,135,5,Maison,1,7891_A
6893_B,60.09,58,3,Appartement,2,7892_A
6894_B,38.18,38,2,Appartement,2,7892_A
6956_B,58.75,59,3,Appartement,2,7892_A
6895_B,42.94,42,2,Appartement,1,7894_A
6896_B,50.61,50,2,Appartement,2,7895_A
6897_B,48.6,50,1,Appartement,1,7896_A
6898_B,82.6,84,4,Maison,1,7897_A
6899_B,24.56,25,1,Appartement,2,7898_A
7004_B,35.8,36,1,Appartement,2,7898_A
6900_B,44.15,41,2,Appartement,1,7899_A
6902_B,82.57,83,4,Maison,1,7900_A
7080_B,81.73,83,4,Maison,1,7900_A
6903_B,22.55,22,1,Appartement,1,7901_A
6904_B,60.75,64,3,Maison,1,7902_A
6905_B,13.42,13,1,Appartement,1,7903_A
6906_B,25.0,26,2,Appartement,1,7904_A
6993_B,36.22,36,2,Appartement,1,7904_A
7058_B,35.8,36,2,Appartement,1,7904_A
7086_B,36.31,36,2,Appartement,1,7904_A
6907_B,51.16,52,2,Appartement,1,7905_A
6908_B,61.31,60,3,Maison,1,7906_A
6909_B,65.75,75,3,Maison,1,7907_A
6911_B,40.04,41,2,Appartement,1,7909_A
6912_B,67.13,65,2,Maison,1,7910_A
6913_B,84.04,88,4,Maison,1,7911_A
6914_B,75.91,76,3,Appartement,1,7912_A
6916_B,68.64,70,3,Appartement,1,7914_A
6917_B,41.95,42,2,Appartement,2,7915_A
6918_B,80.93,78,4,Maison,1,7916_A
6921_B,31.71,32,2,Appartement,1,7918_A
6922_B,40.59,49,2,Appartement,1,7919_A
6929_B,43.78,43,2,Appartement,3,7919_A
6924_B,84.52,82,4,Appartement,1,7921_A
6925_B,41.41,42,2,Appartement,1,7922_A
6925_B,41.41,42,2,Appartement,1,7923_A
6926_B,20.19,22,1,Appartement,1,7924_A
7073_B,35.0,35,2,Appartement,1,7924_A
6930_B,59.72,70,4,Appartement,2,7927_A
6931_B,72.18,74,4,Maison,3,7928_A
6932_B,59.77,60,3,Appartement,1,7929_A
6933_B,85.04,84,4,Maison,1,7930_A
6934_B,25.7,16,1,Appartement,1,7931_A
6992_B,83.0,68,3,Appartement,2,7931_A
6935_B,42.19,42,2,Appartement,1,7932_A
